Stopping powers for water
Temin(Mev), Tpmin(MeV), Tpmax(Mev), dtp(Mev), ndata
0.100000 0.500000 350.000000 0.500000 700
====================================
Energy(MeV), Sw(Mev/cm), Mw(Mev/cm), Lw(Mev/cm) b
0.500		0		0		428.057796642178		0.2588806279985790
1.000		0		0		269.652091303304		0.3258394574011570
1.500		0		0		201.536235816009		0.2750521096888880
2.000		0		0		162.779959327653		0.2509615233624620
2.500		0		0		137.468364387702		0.2358761945220810
3.000		0		0		119.510180674588		0.2251534961499080
3.500		0		0		106.042368979290		0.2169555597578490
4.000		0		0		95.5316205807470		0.2103838289067450
4.500		0		0		87.0785483734386		0.2049374330155400
5.000		0		0		80.1188609759914		0.2003109154646460
5.500		0		0		74.2796313181808		0.1963053561008610
6.000		0		0		69.3039913621653		0.1927845597617140
6.500		0		0		65.0089402217238		0.1896515190317530
7.000		0		0		61.2603900315200		0.1868348929673950
7.500		0		0		57.9577326810189		0.1842808109748020
8.000		0		0		55.0239298159774		0.1819476807385650
8.500		0		0		52.3989425125567		0.1798027757241300
9.000		0		0		50.0352531517168		0.1778199210711900
9.500		0		0		47.8947388384410		0.1759778815811770
10.00		0		0		45.9464416639177		0.1742592122414790
10.50		0		0		44.1649483515559		0.1726494215946550
11.00		0		0		42.5291927806267		0.1711363516649200
11.50		0		0		41.0215575501536		0.1697097109001610
12.00		0		0		39.6271906337604		0.1683607172346790
12.50		0		0		38.3334791413182		0.1670818217199340
13.00		0		0		37.1296394520263		0.1658664919854720
13.50		0		0		36.0063946552137		0.1647090407367310
14.00		0		0		34.9557182670508		0.1636044885741770
14.50		0		0		33.9706288044322		0.1625484532656350
15.00		0		0		33.0450237759870		0.1615370596207210
15.50		0		0		32.1735445075729		0.1605668655649210
16.00		0		0		31.3514652967239		0.1596348010653370
16.50		0		0		30.5746019175413		0.1587381173365820
17.00		0		0		29.8392356319332		0.1578743443330660
17.50		0		0		29.1420497141773		0.1570412549686450
18.00		0		0		28.4800761401141		0.1562368348346790
18.50		0		0		27.8506505843350		0.1554592564405170
19.00		0		0		27.2513742475101		0.1547068571951410
19.50		0		0		26.6800813298377		0.1539781205015090
20.00		0		0		26.1348111961415		0.1532716594543670
20.50		0		0		25.6137844587173		0.1525862027254830
21.00		0		0		25.1153823469677		0.1519205822964500
21.50		0		0		24.6381288467084		0.1512737227584590
22.00		0		0		24.1806751832267		0.1506446319463400
22.50		0		0		23.7417862956276		0.1500323927141000
23.00		0		0		23.3203290094741		0.1494361556900470
23.50		0		0		22.9152616631198		0.1488551328756360
24.00		0		0		22.5256249826978		0.1482885919741450
24.50		0		0		22.1505340332157		0.1477358513520170
25.00		0		0		21.7891711000093		0.1471962755507710
25.50		0		0		21.4407793770000		0.1466692712795210
26.00		0		0		21.1046573566583		0.1461542838280890
26.50		0		0		20.7801538319778		0.1456507938488430
27.00		0		0		20.4666634336731		0.1451583144637040
27.50		0		0		20.1636226366550		0.1446763886576700
28.00		0		0		19.8705061789964		0.1442045869256010
28.50		0		0		19.5868238443368		0.1437425051437350
29.00		0		0		19.3121175652523		0.1432897626407470
29.50		0		0		19.0459588107090		0.1428460004467290
30.00		0		0		18.7879462255009		0.1424108797004660
30.50		0		0		18.5377034936589		0.1419840801987220
31.00		0		0		18.2948774013367		0.1415652990725250
31.50		0		0		18.0591360776970		0.1411542495774570
32.00		0		0		17.8301673949347		0.1407506599864030
32.50		0		0		17.6076775108300		0.1403542725747400
33.00		0		0		17.3913895391794		0.1399648426888950
33.50		0		0		17.1810423351572		0.1395821378901070
34.00		0		0		16.9763893841372		0.1392059371664130
34.50		0		0		16.7771977838023		0.1388360302065420
35.00		0		0		16.5832473104950		0.1384722167299080
35.50		0		0		16.3943295617580		0.1381143058675940
36.00		0		0		16.2102471678814		0.1377621155898530
36.50		0		0		16.0308130660399		0.1374154721760500
37.00		0		0		15.8558498312777		0.1370742097233310
37.50		0		0		15.6851890591954		0.1367381696905870
38.00		0		0		15.5186707957197		0.1364072004748790
38.50		0		0		15.3561430098035		0.1360811570175910
39.00		0		0		15.1974611053195		0.1357599004378010
39.50		0		0		15.0424874687772		0.1354432976906910
40.00		0		0		14.8910910498218		0.1351312212490270
40.50		0		0		14.7431469717676		0.1348235488058990
41.00		0		0		14.5985361696752		0.1345201629967380
41.50		0		0		14.4571450537208		0.1342209511396420
42.00		0		0		14.3188651958101		0.1339258049924700
42.50		0		0		14.1835930375795		0.1336346205248980
43.00		0		0		14.0512296180948		0.1333472977051500
43.50		0		0		13.9216803197091		0.1330637402997650
44.00		0		0		13.7948546306766		0.1327838556855880
44.50		0		0		13.6706659232445		0.1248853016963280
45.00		0		0		13.5467139085549		0.0919761774782381
45.50		0		0		13.4178691337172		0.0666226043052626
46.00		0		0		13.2917301250283		0.0665415398287020
46.50		0		0		13.1682117627147		0.0664612929792245
47.00		0		0		13.0472324795783		0.0663818476892541
47.50		0		0		12.9287140769490		0.0663031884111082
48.00		0		0		12.8125815519880		0.0662253000944417
48.50		0		0		12.6987629355325		0.0661481681648458
49.00		0		0		12.5871891397361		0.0660717785037497
49.50		0		0		12.4777938148214		0.0659961174292089
50.00		0		0		12.3705132143143		0.0659211716778221
50.50		0		0		12.2652860681778		0.0658469283874913
51.00		0		0		12.1620534633105		0.0657733750810090
51.50		0		0		12.0607587309143		0.0657004996506702
52.00		0		0		11.9613473402751		0.0656282903434382
52.50		0		0		11.8637667985321		0.0655567357469727
53.00		0		0		11.7679665560472		0.0654858247762975
53.50		0		0		11.6738979170106		0.0654155466610549
