vx vy vz x y z beamid spotid
-0.0161228 -0.130675 -0.165665 -13.1649 -3.25199 10.6497 2 -68
-0.0147787 -0.133991 -0.161732 -13.167 -2.90017 9.97955 2 -67
-0.0217802 -0.131117 -0.163043 -12.5399 -3.6436 10.7729 2 -66
-0.0223987 -0.140055 -0.15733 -11.9134 -2.93084 9.94921 2 -65
-0.0252273 -0.14212 -0.161939 -11.2857 -2.80783 10.5794 2 -64
-0.0227461 -0.146141 -0.159933 -11.2857 -2.3177 10.0474 2 -63
-0.0442535 -0.151213 -0.159836 -8.78704 -2.52209 10.861 2 -62
-0.0333369 -0.163913 -0.161566 -8.79167 -0.641865 9.68344 2 -61
-0.0185061 -0.125639 -0.168408 -13.2566 -3.84553 11.2298 2 -60
-0.007595 -0.140961 -0.169419 -13.2498 -1.75413 10.1199 2 -59
-0.0184647 -0.132807 -0.170593 -12.6002 -3.18618 11.347 2 -58
-0.0272522 -0.138046 -0.166139 -11.2985 -3.26553 11.2694 2 -57
-0.0219417 -0.143843 -0.169834 -11.2976 -2.30573 11.1588 2 -56
-0.0071464 -0.161937 -0.183606 -11.2949 0.650402 10.9435 2 -55
-0.0295435 -0.143223 -0.165939 -10.6476 -2.81129 11.1881 2 -54
-0.0093183 -0.166085 -0.184295 -10.6511 1.09267 10.8629 2 -53
-0.0339707 -0.153265 -0.169982 -9.35258 -1.65 11.2798 2 -52
-0.0423902 -0.152342 -0.16727 -8.70245 -2.06896 11.392 2 -51
-0.0277167 -0.166675 -0.177316 -8.71601 0.50469 10.7966 2 -50
-0.0294936 -0.171237 -0.186973 -8.08581 1.5924 11.3687 2 -49
-0.013296 -0.130591 -0.176762 -13.3453 -2.94205 11.7217 2 -48
-0.0110303 -0.133883 -0.17266 -13.3475 -2.54291 11.0163 2 -47
-0.0091343 -0.137656 -0.169252 -13.3495 -2.12824 10.3239 2 -46
-0.0006565 -0.149134 -0.183129 -13.3319 -0.346533 10.9967 2 -45
-0.0016754 -0.154815 -0.183541 -12.6557 0.130602 10.9251 2 -44
-0.0099601 -0.15108 -0.172535 -11.9875 -0.944397 10.3986 2 -43
-0.0025501 -0.161058 -0.186585 -11.98 0.820723 11.0697 2 -42
-0.0084884 -0.160599 -0.18563 -11.3086 0.528585 11.3248 2 -41
-0.031051 -0.141071 -0.168602 -10.6336 -3.06808 11.5987 2 -40
-0.0254997 -0.147092 -0.172944 -10.6346 -2.02996 11.5212 2 -39
-0.0212341 -0.15214 -0.174008 -10.6351 -1.25855 11.1869 2 -38
-0.028468 -0.151778 -0.17258 -9.9592 -1.60111 11.3963 2 -37
-0.0226082 -0.158104 -0.179368 -9.963 -0.429029 11.4632 2 -36
-0.0256901 -0.162284 -0.180902 -9.29231 0.0994053 11.4428 2 -35
-0.0205622 -0.168079 -0.18779 -9.29869 1.26935 11.5222 2 -34
-0.0426722 -0.151793 -0.176538 -8.61221 -1.83152 12.2625 2 -33
-0.0283249 -0.16693 -0.187083 -8.62866 0.965864 11.7641 2 -32
-0.0541052 -0.147444 -0.180028 -7.93879 -2.60108 13.1417 2 -31
-0.0504115 -0.151508 -0.178745 -7.94077 -1.94163 12.6986 2 -30
-0.0324512 -0.169706 -0.187009 -7.96079 1.33863 11.5921 2 -29
-0.0135194 -0.132683 -0.181047 -13.1453 -2.71806 12.1713 2 -28
-0.0047876 -0.145775 -0.18492 -13.1363 -0.850613 11.6688 2 -27
-0.0005356 -0.153106 -0.188742 -13.1303 0.194483 11.538 2 -26
-0.0147656 -0.1394 -0.181828 -12.4187 -2.13161 12.1606 2 -25
-0.0113592 -0.14394 -0.179766 -12.4185 -1.52662 11.5857 2 -24
-0.0063176 -0.151549 -0.184924 -12.4136 -0.371958 11.5587 2 -23
-0.0244141 -0.143792 -0.177079 -10.9728 -2.27229 12.0229 2 -22
-0.0193689 -0.150144 -0.180528 -10.9728 -1.23881 11.8699 2 -21
-0.0318224 -0.143959 -0.177208 -10.2494 -2.55506 12.3302 2 -20
-0.0274803 -0.148942 -0.177026 -10.2502 -1.77546 11.9259 2 -19
-0.0220121 -0.15552 -0.182415 -10.2526 -0.62138 11.8962 2 -18
-0.0307503 -0.153848 -0.177982 -9.52979 -1.22396 11.8846 2 -17
-0.0249614 -0.160453 -0.185037 -9.53563 0.0335884 11.9626 2 -16
-0.0389052 -0.153415 -0.17858 -8.80906 -1.45935 12.2368 2 -15
-0.0341645 -0.158461 -0.18014 -8.81256 -0.604113 11.9133 2 -14
-0.0455542 -0.155248 -0.190582 -8.10304 -0.875631 13.3903 2 -13
0.001616 -0.154227 -0.194018 -13.6146 0.624187 11.9678 2 -12
-0.0194748 -0.136671 -0.180469 -12.1153 -2.72635 12.3462 2 -11
-0.0286271 -0.1437 -0.182824 -10.593 -2.31946 12.7423 2 -10
-0.0548597 -0.151356 -0.183049 -7.56312 -1.85942 13.1902 2 -9
-0.0179426 -0.128909 -0.181083 -12.9668 -3.40057 12.5002 2 -8
-0.0114347 -0.140017 -0.190482 -12.954 -1.67961 12.8942 2 -7
-0.0188622 -0.137363 -0.18441 -12.1654 -2.5406 12.6943 2 -6
-0.0209137 -0.144463 -0.186652 -11.3693 -1.79497 12.7815 2 -5
-0.023988 -0.150061 -0.186914 -10.5769 -1.2307 12.6948 2 -4
-0.019025 -0.157002 -0.190981 -10.5782 -0.0570812 12.5726 2 -3
-0.0224863 -0.162141 -0.193383 -9.79148 0.633423 12.6185 2 -2
-0.0313331 -0.160193 -0.19036 -9.00098 0.0668945 12.6955 2 -1
-0.0500557 -0.143236 -0.188628 -8.64258 -2.95059 13.9599 2 0
-0.0438368 -0.150351 -0.185884 -8.62573 -1.76647 13.2104 2 1
-0.0280026 -0.144369 -0.191257 -10.7081 -2.00326 13.4972 2 2
-0.0408461 -0.147662 -0.185063 -9.10726 -2.13551 13.191 2 3
-0.0461241 -0.141758 -0.182957 -9.0999 -3.23035 13.4185 2 4
-0.0474128 -0.146875 -0.18169 -8.57148 -2.50114 13.1217 2 5
-0.015257 -0.137393 -0.194885 -12.8724 -2.09082 13.6186 2 6
-0.0200721 -0.129914 -0.194145 -12.8806 -3.25308 13.9024 2 7
-0.0232513 -0.14501 -0.19429 -11.2458 -1.64291 13.6094 2 8
-0.0258628 -0.146707 -0.189616 -10.7048 -1.65442 13.1738 2 9
-0.0317592 -0.139225 -0.188616 -10.7035 -2.90494 13.5499 2 10
-0.0323487 -0.154015 -0.198245 -9.62506 -0.57935 13.862 2 11
-0.0330438 -0.15916 -0.197828 -9.09109 0.168179 13.5376 2 12
-0.0325941 -0.158048 -0.191982 -9.09187 -0.203402 13.0271 2 13
-0.0390203 -0.149901 -0.18349 -9.08361 -1.80865 12.8846 2 14
-0.0443783 -0.143867 -0.180913 -9.07616 -2.90782 13.1056 2 15
-0.0141791 -0.141214 -0.199294 -12.8998 -1.48672 13.9461 2 16
-0.0127929 -0.13995 -0.193195 -12.8971 -1.70129 13.2557 2 17
-0.0151798 -0.14355 -0.194716 -12.3474 -1.40431 13.4065 2 18
-0.0182721 -0.146329 -0.196705 -11.7985 -1.18639 13.6379 2 19
-0.0204171 -0.150207 -0.197706 -11.2492 -0.76239 13.6573 2 20
-0.0235519 -0.153062 -0.19928 -10.7011 -0.443499 13.7838 2 21
-0.0300112 -0.156612 -0.196855 -9.60735 -0.189827 13.5218 2 22
-0.0303328 -0.162006 -0.196578 -9.06685 0.599854 13.159 2 23
-0.0304358 -0.160577 -0.190968 -9.06697 0.164436 12.7032 2 24
-0.0091953 -0.144353 -0.1973 -13.2185 -0.887964 13.406 2 25
-0.011675 -0.136086 -0.188648 -13.2228 -2.12129 12.8084 2 26
-0.0130061 -0.146325 -0.199892 -12.6592 -0.813963 13.7954 2 27
-0.011598 -0.142633 -0.188525 -12.6565 -1.46194 12.6018 2 28
-0.0189047 -0.132264 -0.188531 -12.6675 -3.00684 13.2406 2 29
-0.0173399 -0.151149 -0.197523 -11.5355 -0.520496 13.4931 2 30
-0.0164441 -0.149655 -0.191612 -11.5351 -0.847149 12.9002 2 31
-0.0182363 -0.146072 -0.186799 -11.5357 -1.47896 12.6191 2 32
-0.0192229 -0.15519 -0.198502 -10.9751 -0.0508366 13.4737 2 33
-0.0242089 -0.144517 -0.184325 -10.9751 -2.00491 12.6905 2 34
-0.0311457 -0.135984 -0.183698 -10.9752 -3.40104 13.1739 2 35
-0.0207651 -0.157475 -0.19381 -10.4167 0.0539131 12.9015 2 36
-0.0318689 -0.14192 -0.182658 -10.4121 -2.68394 12.9145 2 37
-0.0434577 -0.149727 -0.172424 -8.73153 -2.27692 12.0425 2 38
-0.0065581 -0.147174 -0.196074 -13.2481 -0.474049 13.0316 2 39
-0.0093385 -0.138744 -0.187194 -13.2527 -1.73615 12.4398 2 40
-0.010682 -0.148872 -0.198677 -12.6818 -0.437098 13.4652 2 41
-0.0152297 -0.153367 -0.19655 -11.5432 -0.192816 13.2135 2 42
-0.0162097 -0.154593 -0.185805 -10.9751 -0.439957 12.0584 2 43
-0.0189013 -0.158037 -0.187279 -10.4091 -0.0495033 12.127 2 44
-0.0202784 -0.155821 -0.181516 -10.4089 -0.559456 11.7131 2 45
-0.0398108 -0.1475 -0.17045 -9.26576 -2.54948 11.8564 2 46
-0.0428177 -0.150994 -0.171666 -8.69875 -2.11002 11.8817 2 47
-0.0452195 -0.14985 -0.164646 -8.69893 -2.56211 11.403 2 48
-0.0499548 -0.146187 -0.158962 -8.6942 -3.36938 11.2771 2 49
-0.0042605 -0.149806 -0.195267 -13.2829 -0.100288 12.7051 2 50
-0.0043716 -0.146792 -0.190288 -13.2828 -0.568983 12.2307 2 51
-0.0062021 -0.142237 -0.185641 -13.2857 -1.24333 11.9648 2 52
-0.0145299 -0.130287 -0.185286 -13.3028 -2.94383 12.7289 2 53
-0.0144238 -0.137082 -0.184999 -12.7165 -2.28036 12.5377 2 54
-0.0193957 -0.129985 -0.182369 -12.7229 -3.37378 12.6833 2 55
-0.0115977 -0.155076 -0.189491 -11.5512 -0.0834675 12.2108 2 56
-0.012212 -0.153028 -0.183703 -11.551 -0.520542 11.706 2 57
-0.0134701 -0.157837 -0.184786 -10.9751 -0.000675201 11.6509 2 58
-0.0304058 -0.136862 -0.174394 -10.9751 -3.42736 12.2598 2 59
-0.0410232 -0.148378 -0.161929 -9.23896 -2.72772 11.0873 2 60
-0.0477604 -0.142173 -0.157769 -9.23197 -3.87766 11.2837 2 61
-0.0484086 -0.149022 -0.156978 -8.6597 -3.00525 10.8913 2 62
-0.0024312 -0.153611 -0.197356 -13.3403 0.476261 12.6916 2 63
-0.004545 -0.154042 -0.194068 -12.7485 0.275167 12.4085 2 64
-0.0292761 -0.139018 -0.168362 -10.9751 -3.23455 11.5669 2 65
-0.0149877 -0.127862 -0.174671 -13.4033 -3.32961 11.6439 2 66
-0.0152041 -0.134387 -0.174962 -12.7929 -2.76515 11.5763 2 67
-0.0196514 -0.129137 -0.170036 -12.7967 -3.61731 11.4344 2 68
-0.0301728 -0.160258 -0.168508 -9.17399 -0.740917 10.5331 2 69
-0.0411677 -0.151734 -0.15589 -9.16539 -2.51614 10.3417 2 70
-0.0282199 -0.169288 -0.169579 -8.58793 0.479992 9.79226 2 71
-0.0374478 -0.160726 -0.163795 -8.57337 -1.00986 10.312 2 72
-0.0201074 -0.128684 -0.15739 -13.1506 -3.74936 10.0056 2 73
-0.020441 -0.135112 -0.158054 -12.5266 -3.23272 10.0013 2 74
-0.0262545 -0.130947 -0.151673 -12.5293 -4.03015 9.77759 2 75
-0.0204942 -0.13853 -0.168285 -11.9078 -2.80675 11.0958 2 76
-0.0211967 -0.145037 -0.168784 -11.2853 -2.16709 10.9649 2 77
-0.0249433 -0.142553 -0.161834 -11.2855 -2.75114 10.534 2 78
-0.0295131 -0.165681 -0.166939 -8.82375 -0.11989 9.92148 2 79
-0.041489 -0.157695 -0.153126 -8.81361 -1.90464 9.69423 2 80
-0.0076185 -0.140113 -0.176268 -13.1916 -1.72682 11.0312 2 81
-0.0113594 -0.13581 -0.170227 -13.1941 -2.43336 10.7018 2 82
-0.0189562 -0.131303 -0.155966 -13.1937 -3.43598 9.63231 2 83
-0.0191799 -0.137819 -0.156754 -12.5573 -2.91592 9.63434 2 84
-0.0253708 -0.133248 -0.150172 -12.5604 -3.76616 9.44265 2 85
-0.0218936 -0.139688 -0.159219 -11.9259 -2.91094 10.1434 2 86
-0.0232268 -0.145276 -0.160452 -11.2915 -2.41701 10.1696 2 87
-0.0171692 -0.165517 -0.169133 -10.0347 0.204985 9.60543 2 88
-0.0172671 -0.171944 -0.171229 -9.41347 1.05492 9.2603 2 89
-0.0263562 -0.163446 -0.16459 -9.40423 -0.425831 9.72622 2 90
-0.0399923 -0.161098 -0.152164 -8.77172 -1.51108 9.27102 2 91
-0.0078261 -0.139814 -0.17264 -13.2555 -1.81911 10.5906 2 92
-0.0124456 -0.134682 -0.16645 -13.2594 -2.63681 10.3413 2 93
